"Dec 25, 2023",midday,7,3
"Dec 24, 2023",midday,3,4
"Dec 23, 2023",midday,9,0
"Dec 22, 2023",midday,1,3
"Dec 21, 2023",midday,5,7
"Dec 20, 2023",midday,4,1
"Dec 19, 2023",midday,2,6
"Dec 18, 2023",midday,7,3
"Dec 17, 2023",midday,0,1
"Dec 16, 2023",midday,0,6
"Dec 15, 2023",midday,7,3
"Dec 14, 2023",midday,2,6
"Dec 13, 2023",midday,3,2
"Dec 12, 2023",midday,3,1
"Dec 11, 2023",midday,1,5
"Dec 10, 2023",midday,8,9
"Dec 09, 2023",midday,9,9
"Dec 08, 2023",midday,9,8
"Dec 07, 2023",midday,8,3
"Dec 06, 2023",midday,2,0
"Dec 05, 2023",midday,6,5
"Dec 04, 2023",midday,5,1
"Dec 03, 2023",midday,1,2
"Dec 02, 2023",midday,9,5
"Dec 01, 2023",midday,7,4
"Nov 30, 2023",midday,0,0
"Nov 29, 2023",midday,4,8
"Nov 28, 2023",midday,0,2
"Nov 27, 2023",midday,2,9
"Nov 26, 2023",midday,2,3
"Nov 25, 2023",midday,0,9
"Nov 24, 2023",midday,1,2
"Nov 23, 2023",midday,9,1
"Nov 22, 2023",midday,6,4
"Nov 21, 2023",midday,3,1
"Nov 20, 2023",midday,7,8
"Nov 19, 2023",midday,3,6
"Nov 18, 2023",midday,2,1
"Nov 17, 2023",midday,1,3
"Nov 16, 2023",midday,8,0
"Nov 15, 2023",midday,0,4
"Nov 14, 2023",midday,9,1
"Nov 13, 2023",midday,8,2
"Nov 12, 2023",midday,7,0
"Nov 11, 2023",midday,3,4
"Nov 10, 2023",midday,9,7
"Nov 09, 2023",midday,4,1
"Nov 08, 2023",midday,1,9
"Nov 07, 2023",midday,7,2
"Nov 06, 2023",midday,1,4
"Nov 05, 2023",midday,3,8
"Nov 04, 2023",midday,1,5
"Nov 03, 2023",midday,5,6
"Nov 02, 2023",midday,6,0
"Nov 01, 2023",midday,6,6
"Oct 31, 2023",midday,4,3
"Oct 30, 2023",midday,5,5
"Oct 29, 2023",midday,4,4
"Oct 28, 2023",midday,6,2
"Oct 27, 2023",midday,1,5
"Oct 26, 2023",midday,9,7
"Oct 25, 2023",midday,0,1
"Oct 24, 2023",midday,7,0
"Oct 23, 2023",midday,5,0
"Oct 22, 2023",midday,7,0
"Oct 21, 2023",midday,6,9
"Oct 20, 2023",midday,9,7
"Oct 19, 2023",midday,5,9
"Oct 18, 2023",midday,8,1
"Oct 17, 2023",midday,2,7
"Oct 16, 2023",midday,3,5
"Oct 15, 2023",midday,7,5
"Oct 14, 2023",midday,2,2
"Oct 13, 2023",midday,7,2
"Oct 12, 2023",midday,1,6
"Oct 11, 2023",midday,2,2
"Oct 10, 2023",midday,8,4
"Oct 09, 2023",midday,9,4
"Oct 08, 2023",midday,6,9
"Oct 07, 2023",midday,1,1
"Oct 06, 2023",midday,5,4
"Oct 05, 2023",midday,4,0
"Oct 04, 2023",midday,7,1
"Oct 03, 2023",midday,3,8
"Oct 02, 2023",midday,3,6
"Oct 01, 2023",midday,1,3
"Sep 30, 2023",midday,6,5
"Sep 29, 2023",midday,1,1
"Sep 28, 2023",midday,8,0
"Sep 27, 2023",midday,9,1
"Sep 26, 2023",midday,4,0
"Sep 25, 2023",midday,6,0
"Sep 24, 2023",midday,3,9
"Sep 23, 2023",midday,2,4
"Sep 22, 2023",midday,7,7
"Sep 21, 2023",midday,9,7
"Sep 20, 2023",midday,7,3
"Sep 19, 2023",midday,6,5
"Sep 18, 2023",midday,3,4
"Sep 17, 2023",midday,7,3
"Sep 16, 2023",midday,0,6
"Sep 15, 2023",midday,6,9
"Sep 14, 2023",midday,9,3
"Sep 13, 2023",midday,0,0
"Sep 12, 2023",midday,7,4
"Sep 11, 2023",midday,6,0
"Sep 10, 2023",midday,9,7
"Sep 09, 2023",midday,8,1
"Sep 08, 2023",midday,7,0
"Sep 07, 2023",midday,8,4
"Sep 06, 2023",midday,0,0
"Sep 05, 2023",midday,2,3
"Sep 04, 2023",midday,3,5
"Sep 03, 2023",midday,9,0
"Sep 02, 2023",midday,8,4
"Sep 01, 2023",midday,2,2
"Aug 31, 2023",midday,3,0
"Aug 30, 2023",midday,5,9
"Aug 29, 2023",midday,4,0
"Aug 28, 2023",midday,7,0
"Aug 27, 2023",midday,3,2
"Aug 26, 2023",midday,1,2
"Aug 25, 2023",midday,6,0
"Aug 24, 2023",midday,2,7
"Aug 23, 2023",midday,3,3
"Aug 22, 2023",midday,8,1
"Aug 21, 2023",midday,4,7
"Aug 20, 2023",midday,6,2
"Aug 19, 2023",midday,1,1
"Aug 18, 2023",midday,2,1
"Aug 17, 2023",midday,5,2
"Aug 16, 2023",midday,8,4
"Aug 15, 2023",midday,3,3
"Aug 14, 2023",midday,9,3
"Aug 13, 2023",midday,0,7
"Aug 12, 2023",midday,2,0
"Aug 11, 2023",midday,7,0
"Aug 10, 2023",midday,5,5
"Aug 09, 2023",midday,6,5
"Aug 08, 2023",midday,3,1
"Aug 07, 2023",midday,1,3
"Aug 06, 2023",midday,7,5
"Aug 05, 2023",midday,0,5
"Aug 04, 2023",midday,3,3
"Aug 03, 2023",midday,7,9
"Aug 02, 2023",midday,9,8
"Aug 01, 2023",midday,4,9
"Jul 31, 2023",midday,5,2
"Jul 30, 2023",midday,6,3
"Jul 29, 2023",midday,0,5
"Jul 28, 2023",midday,0,3
"Jul 27, 2023",midday,0,1
"Jul 26, 2023",midday,0,8
"Jul 25, 2023",midday,4,9
"Jul 24, 2023",midday,5,0
"Jul 23, 2023",midday,4,1
"Jul 22, 2023",midday,2,6
"Jul 21, 2023",midday,7,8
"Jul 20, 2023",midday,1,7
"Jul 19, 2023",midday,1,6
"Jul 18, 2023",midday,9,5
"Jul 17, 2023",midday,2,3
"Jul 16, 2023",midday,3,0
"Jul 15, 2023",midday,0,3
"Jul 14, 2023",midday,1,8
"Jul 13, 2023",midday,8,7
"Jul 12, 2023",midday,4,7
"Jul 11, 2023",midday,3,0
"Jul 10, 2023",midday,9,6
"Jul 09, 2023",midday,2,7
"Jul 08, 2023",midday,3,5
"Jul 07, 2023",midday,4,5
"Jul 06, 2023",midday,9,9
"Jul 05, 2023",midday,5,8
"Jul 04, 2023",midday,7,1
"Jul 03, 2023",midday,6,3
"Jul 02, 2023",midday,5,9
"Jul 01, 2023",midday,1,2
"Jun 30, 2023",midday,2,1
"Jun 29, 2023",midday,8,5
"Jun 28, 2023",midday,1,7
"Jun 27, 2023",midday,6,0
"Jun 26, 2023",midday,1,2
"Jun 25, 2023",midday,2,7
"Jun 24, 2023",midday,9,3
"Jun 23, 2023",midday,2,5
"Jun 22, 2023",midday,9,4
"Jun 21, 2023",midday,0,9
"Jun 20, 2023",midday,7,3
"Jun 19, 2023",midday,9,4
"Jun 18, 2023",midday,3,8
"Jun 17, 2023",midday,6,5
"Jun 16, 2023",midday,7,6
"Jun 15, 2023",midday,7,8
"Jun 14, 2023",midday,7,7
"Jun 13, 2023",midday,8,9
"Jun 12, 2023",midday,4,4
"Jun 11, 2023",midday,2,3
"Jun 10, 2023",midday,0,3
"Jun 09, 2023",midday,6,0
"Jun 08, 2023",midday,7,9
"Jun 07, 2023",midday,4,3
"Jun 06, 2023",midday,7,1
"Jun 05, 2023",midday,8,5
"Jun 04, 2023",midday,9,3
"Jun 03, 2023",midday,5,6
"Jun 02, 2023",midday,7,8
"Jun 01, 2023",midday,8,2
"May 31, 2023",midday,6,9
"May 30, 2023",midday,7,1
"May 29, 2023",midday,4,4
"May 28, 2023",midday,0,8
"May 27, 2023",midday,9,6
"May 26, 2023",midday,8,7
"May 25, 2023",midday,8,2
"May 24, 2023",midday,3,7
"May 23, 2023",midday,2,1
"May 22, 2023",midday,7,2
"May 21, 2023",midday,3,8
"May 20, 2023",midday,4,0
"May 19, 2023",midday,9,4
"May 18, 2023",midday,5,1
"May 17, 2023",midday,2,8
"May 16, 2023",midday,0,1
"May 15, 2023",midday,3,6
"May 14, 2023",midday,2,7
"May 13, 2023",midday,0,7
"May 12, 2023",midday,2,5
"May 11, 2023",midday,9,6
"May 10, 2023",midday,3,3
"May 09, 2023",midday,1,5
"May 08, 2023",midday,1,2
"May 07, 2023",midday,0,6
"May 06, 2023",midday,3,1
"May 05, 2023",midday,0,4
"May 04, 2023",midday,9,7
"May 03, 2023",midday,0,2
"May 02, 2023",midday,4,7
"May 01, 2023",midday,0,6
"Apr 30, 2023",midday,0,5
"Apr 29, 2023",midday,7,9
"Apr 28, 2023",midday,1,9
"Apr 27, 2023",midday,0,6
"Apr 26, 2023",midday,2,9
"Apr 25, 2023",midday,3,4
"Apr 24, 2023",midday,5,2
"Apr 23, 2023",midday,3,8
"Apr 22, 2023",midday,2,5
"Apr 21, 2023",midday,4,5
"Apr 20, 2023",midday,2,9
"Apr 19, 2023",midday,4,5
"Apr 18, 2023",midday,8,9
"Apr 17, 2023",midday,0,5
"Apr 16, 2023",midday,6,4
"Apr 15, 2023",midday,6,3
"Apr 14, 2023",midday,9,9
"Apr 13, 2023",midday,0,5
"Apr 12, 2023",midday,9,5
"Apr 11, 2023",midday,4,2
"Apr 10, 2023",midday,8,7
"Apr 09, 2023",midday,5,3
"Apr 08, 2023",midday,2,0
"Apr 07, 2023",midday,0,3
"Apr 06, 2023",midday,4,4
"Apr 05, 2023",midday,3,9
"Apr 04, 2023",midday,5,7
"Apr 03, 2023",midday,5,2
"Apr 02, 2023",midday,3,4
"Apr 01, 2023",midday,4,0
"Mar 31, 2023",midday,0,7
"Mar 30, 2023",midday,2,9
"Mar 29, 2023",midday,5,8
"Mar 28, 2023",midday,7,8
"Mar 27, 2023",midday,8,3
"Mar 26, 2023",midday,8,5
"Mar 25, 2023",midday,1,6
"Mar 24, 2023",midday,6,7
"Mar 23, 2023",midday,7,2
"Mar 22, 2023",midday,3,5
"Mar 21, 2023",midday,2,1
